"","Pathway_ID","Pathway_Name","Compound_ID","Metabolism_Name"
"hsa04020","hsa04020","Calcium signaling pathway - Homo sapiens (human)","C00002;C00004;C00076;C00165;C00575;C01245;C01330;C06124;C11556;C13050;C13051","ATP;NADH;Calcium cation;Diacylglycerol;3',5'-Cyclic AMP;D-myo-Inositol 1,4,5-trisphosphate;Sodium cation;Sphingosine 1-phosphate;1-Phosphatidyl-1D-myo-inositol 3,5-bisphosphate;Cyclic ADP-ribose;Nicotinic acid adenine dinucleotide phosphate"
"hsa04022","hsa04022","cGMP-PKG signaling pathway - Homo sapiens (human)","C00020;C00027;C00076;C00144;C00212;C00238;C00533;C00575;C00942;C01245","AMP;Hydrogen peroxide;Calcium cation;GMP;Adenosine;Potassium cation;Nitric oxide;3',5'-Cyclic AMP;3',5'-Cyclic GMP;D-myo-Inositol 1,4,5-trisphosphate"
"hsa04024","hsa04024","cAMP signaling pathway - Homo sapiens (human)","C00020;C00042;C00076;C00080;C00165;C00186;C00212;C00238;C00288;C00334;C00416;C00547;C00575;C00584;C00698;C00780;C00788;C01089;C01245;C01312;C01330;C01996;C03758;C20792;C20793","AMP;Succinate;Calcium cation;H+;Diacylglycerol;(S)-Lactate;Adenosine;Potassium cation;HCO3-;4-Aminobutanoate;Phosphatidate;L-Noradrenaline;3',5'-Cyclic AMP;Prostaglandin E2;Cl-;Serotonin;L-Adrenaline;(R)-3-Hydroxybutanoate;D-myo-Inositol 1,4,5-trisphosphate;Prostaglandin I2;Sodium cation;Acetylcholine;Dopamine;Oleoylethanolamide;3-Hydroxyoctanoate"
"hsa04060","hsa04060","Cytokine-cytokine receptor interaction - Homo sapiens (human)","",""
"hsa04061","hsa04061","Viral protein interaction with cytokine and cytokine receptor - Homo sapiens (human)","",""
"hsa04062","hsa04062","Chemokine signaling pathway - Homo sapiens (human)","C00076;C00165;C00575;C01245;C05981","Calcium cation;Diacylglycerol;3',5'-Cyclic AMP;D-myo-Inositol 1,4,5-trisphosphate;Phosphatidylinositol-3,4,5-trisphosphate"
"hsa04064","hsa04064","NF-kappa B signaling pathway - Homo sapiens (human)","C00076;C00165;C01245","Calcium cation;Diacylglycerol;D-myo-Inositol 1,4,5-trisphosphate"
"hsa04066","hsa04066","HIF-1 signaling pathway - Homo sapiens (human)","C00002;C00007;C00022;C00024;C00026;C00031;C00072;C00076;C00165;C00186;C00338;C00533;C00704;C01245;C14818","ATP;Oxygen;Pyruvate;Acetyl-CoA;2-Oxoglutarate;D-Glucose;Ascorbate;Calcium cation;Diacylglycerol;(S)-Lactate;Lipopolysaccharide;Nitric oxide;Superoxide;D-myo-Inositol 1,4,5-trisphosphate;Fe2+"
"hsa04068","hsa04068","FoxO signaling pathway - Homo sapiens (human)","C00008;C00020;C00025;C00031;C05981","ADP;AMP;L-Glutamate;D-Glucose;Phosphatidylinositol-3,4,5-trisphosphate"
"hsa04070","hsa04070","Phosphatidylinositol signaling system - Homo sapiens (human)","C00076;C00137;C00269;C00416;C00641;C01177;C01194;C01204;C01220;C01243;C01245;C01272;C01277;C01284;C03546;C04006;C04062;C04063;C04477;C04549;C04637;C05981;C11174;C11526;C11554;C11555;C11556;C11557;C20690","Calcium cation;myo-Inositol;CDP-diacylglycerol;Phosphatidate;1,2-Diacyl-sn-glycerol;Inositol 1-phosphate;1-Phosphatidyl-D-myo-inositol;Phytic acid;1D-myo-Inositol 1,4-bisphosphate;1D-myo-Inositol 1,3,4-trisphosphate;D-myo-Inositol 1,4,5-trisphosphate;1D-myo-Inositol 1,3,4,5-tetrakisphosphate;1-Phosphatidyl-1D-myo-inositol 4-phosphate;1D-myo-Inositol 1,3,4,5,6-pentakisphosphate;myo-Inositol 4-phosphate;1D-myo-Inositol 3-phosphate;D-myo-Inositol 1,3-bisphosphate;D-myo-Inositol 3,4-bisphosphate;1D-myo-Inositol 1,3,4,6-tetrakisphosphate;1-Phosphatidyl-1D-myo-inositol 3-phosphate;1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate;Phosphatidylinositol-3,4,5-trisphosphate;1-Diphosinositol pentakisphosphate;5-PP-InsP5;1-Phosphatidyl-1D-myo-inositol 3,4-bisphosphate;1D-myo-Inositol 1,4,5,6-tetrakisphosphate;1-Phosphatidyl-1D-myo-inositol 3,5-bisphosphate;1-Phosphatidyl-1D-myo-inositol 5-phosphate;1D-myo-Inositol 1,5-bis(diphosphate) 2,3,4,6-tetrakisphosphate"
"hsa04071","hsa04071","Sphingolipid signaling pathway - Homo sapiens (human)","C00065;C00154;C00165;C00195;C00212;C00319;C00346;C00533;C00550;C00836;C01245;C05981;C06124;C12126;C16845","L-Serine;Palmitoyl-CoA;Diacylglycerol;N-Acylsphingosine;Adenosine;Sphingosine;Ethanolamine phosphate;Nitric oxide;Sphingomyelin;Sphinganine;D-myo-Inositol 1,4,5-trisphosphate;Phosphatidylinositol-3,4,5-trisphosphate;Sphingosine 1-phosphate;Dihydroceramide;Peroxynitrite"
"hsa04072","hsa04072","Phospholipase D signaling pathway - Homo sapiens (human)","C00025;C00076;C00165;C00416;C00575;C00639;C00681;C01245;C04637;C05981;C06124","L-Glutamate;Calcium cation;Diacylglycerol;Phosphatidate;3',5'-Cyclic AMP;Prostaglandin F2alpha;1-Acyl-sn-glycerol 3-phosphate;D-myo-Inositol 1,4,5-trisphosphate;1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate;Phosphatidylinositol-3,4,5-trisphosphate;Sphingosine 1-phosphate"
"hsa04080","hsa04080","Neuroactive ligand-receptor interaction - Homo sapiens (human)","C00002;C00008;C00015;C00025;C00037;C00049;C00075;C00099;C00212;C00245;C00334;C00388;C00398;C00410;C00483;C00506;C00547;C00584;C00639;C00681;C00696;C00735;C00780;C00788;C01120;C01312;C01516;C01598;C01829;C01996;C02165;C02166;C02198;C02465;C03758;C04227;C04598;C05113;C05951;C05952;C06124;C06314;C06865;C11695;C12270;C12271;C12272;C13856;C15890;C15891;C15995;C16511;C16512","ATP;ADP;UDP;L-Glutamate;Glycine;L-Aspartate;UTP;beta-Alanine;Adenosine;Taurine;4-Aminobutanoate;Histamine;Tryptamine;Progesterone;Tyramine;L-Cysteate;L-Noradrenaline;Prostaglandin E2;Prostaglandin F2alpha;1-Acyl-sn-glycerol 3-phosphate;Prostaglandin D2;Cortisol;Serotonin;L-Adrenaline;Sphinganine 1-phosphate;Prostaglandin I2;Morphine;Melatonin;Thyroxine;Acetylcholine;Leukotriene B4;Leukotriene C4;Thromboxane A2;Triiodothyronine;Dopamine;Octopamine;2-Acetyl-1-alkyl-sn-glycero-3-phosphocholine;Porphyrin;Leukotriene D4;Leukotriene E4;Sphingosine 1-phosphate;Lipoxin A4;Calcitonin;Anandamide;N-Acetylaspartylglutamate;N-Arachidonyldopamine;N-Oleoyldopamine;2-Arachidonoylglycerol;Endomorphin-1;Endomorphin-2;Bombesin;L-Homocysteic acid;Palmitoylethanolamide"
"hsa04110","hsa04110","Cell cycle - Homo sapiens (human)","",""
"hsa04114","hsa04114","Oocyte meiosis - Homo sapiens (human)","C00076;C00410;C00575;C01245","Calcium cation;Progesterone;3',5'-Cyclic AMP;D-myo-Inositol 1,4,5-trisphosphate"
"hsa04115","hsa04115","p53 signaling pathway - Homo sapiens (human)","",""
"hsa04120","hsa04120","Ubiquitin mediated proteolysis - Homo sapiens (human)","",""
"hsa04122","hsa04122","Sulfur relay system - Homo sapiens (human)","C00019;C00041;C00044;C00097;C00378;C00868;C00979;C05924;C17322;C18237;C18239","S-Adenosyl-L-methionine;L-Alanine;GTP;L-Cysteine;Thiamine;tRNA uridine;O-Acetyl-L-serine;Molybdopterin;tRNA containing 2-thiouridine;Molybdoenzyme molybdenum cofactor;Precursor Z"
"hsa04130","hsa04130","SNARE interactions in vesicular transport - Homo sapiens (human)","",""
"hsa04136","hsa04136","Autophagy - other - Homo sapiens (human)","C00350;C01194;C04549","Phosphatidylethanolamine;1-Phosphatidyl-D-myo-inositol;1-Phosphatidyl-1D-myo-inositol 3-phosphate"
"hsa04137","hsa04137","Mitophagy - animal - Homo sapiens (human)","",""
"hsa04140","hsa04140","Autophagy - animal - Homo sapiens (human)","C00035;C00044;C00350;C01194;C04549;C05981","GDP;GTP;Phosphatidylethanolamine;1-Phosphatidyl-D-myo-inositol;1-Phosphatidyl-1D-myo-inositol 3-phosphate;Phosphatidylinositol-3,4,5-trisphosphate"
"hsa04141","hsa04141","Protein processing in endoplasmic reticulum - Homo sapiens (human)","C00076;G00009;G00010;G00011;G00012;G10694","Calcium cation;NA  G00009;NA  G00010;NA  G00011;NA  G00012;NA  G10694"
"hsa04142","hsa04142","Lysosome - Homo sapiens (human)","C00002;C00008;C00159;C00275","ATP;ADP;D-Mannose;D-Mannose 6-phosphate"
"hsa04144","hsa04144","Endocytosis - Homo sapiens (human)","C00035;C00044;C04549;C04637;C05981;C11556","GDP;GTP;1-Phosphatidyl-1D-myo-inositol 3-phosphate;1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate;Phosphatidylinositol-3,4,5-trisphosphate;1-Phosphatidyl-1D-myo-inositol 3,5-bisphosphate"
"hsa04145","hsa04145","Phagosome - Homo sapiens (human)","C04549;NA;C04549","1-Phosphatidyl-1D-myo-inositol 3-phosphate;NA;1-Phosphatidyl-1D-myo-inositol 3-phosphate"
"hsa04146","hsa04146","Peroxisome - Homo sapiens (human)","",""
"hsa04150","hsa04150","mTOR signaling pathway - Homo sapiens (human)","C00020;C00062;C00123;C05981","AMP;L-Arginine;L-Leucine;Phosphatidylinositol-3,4,5-trisphosphate"
"hsa04151","hsa04151","PI3K-Akt signaling pathway - Homo sapiens (human)","C00020;C00533;C04637;C05981","AMP;Nitric oxide;1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate;Phosphatidylinositol-3,4,5-trisphosphate"
"hsa04152","hsa04152","AMPK signaling pathway - Homo sapiens (human)","C00003;C00008;C00020;C00022;C00024;C00031;C00040;C00076;C00083;C00085;C00162;C00354;C00389;C00665;C00668;C00698;C00757;C01172;C04677;C05981;C07151;C09731;D08351","NAD+;ADP;AMP;Pyruvate;Acetyl-CoA;D-Glucose;Acyl-CoA;Calcium cation;Malonyl-CoA;D-Fructose 6-phosphate;Fatty acid;D-Fructose 1,6-bisphosphate;Quercetin;beta-D-Fructose 2,6-bisphosphate;alpha-D-Glucose 6-phosphate;Cl-;Berberine;beta-D-Glucose 6-phosphate;1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide;Phosphatidylinositol-3,4,5-trisphosphate;Metformin;Epigallocatechin gallate;Phenformin (BAN)"
"hsa04210","hsa04210","Apoptosis - Homo sapiens (human)","C00027;C00076;C00319;C05981","Hydrogen peroxide;Calcium cation;Sphingosine;Phosphatidylinositol-3,4,5-trisphosphate"
"hsa04211","hsa04211","Longevity regulating pathway - Homo sapiens (human)","C00003;C00020;C00076;C00575;C03582;C05981;C07151;C07909","NAD+;AMP;Calcium cation;3',5'-Cyclic AMP;Resveratrol;Phosphatidylinositol-3,4,5-trisphosphate;Metformin;Sirolimus"
"hsa04213","hsa04213","Longevity regulating pathway - multiple species - Homo sapiens (human)","C00575;C05981","3',5'-Cyclic AMP;Phosphatidylinositol-3,4,5-trisphosphate"
"hsa04215","hsa04215","Apoptosis - multiple species - Homo sapiens (human)","",""
"hsa04216","hsa04216","Ferroptosis - Homo sapiens (human)","C00010;C00024;C00025;C00027;C00032;C00051;C00097;C00127;C00129;C00219;C00356;C00418;C00491;C00669;C02249;C02477;C11378;C14818;C14819;C16170;C16527;C16844;C21478;C21479;C21480;C21481;C21482;C21483;C21484;D00448;D08524","CoA;Acetyl-CoA;L-Glutamate;Hydrogen peroxide;Heme;Glutathione;L-Cysteine;Glutathione disulfide;Isopentenyl diphosphate;Arachidonate;(S)-3-Hydroxy-3-methylglutaryl-CoA;(R)-Mevalonate;L-Cystine;gamma-L-Glutamyl-L-cysteine;Arachidonyl-CoA;alpha-Tocopherol;Ubiquinone-10;Fe2+;Fe3+;(7Z,10Z,13Z,16Z)-Docosatetraenoyl-CoA;Adrenic acid;Hydroxyl radical;Erastin;RSL3;1-Octadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine;1-Octadecanoyl-2-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycero-3-phosphoethanolamine;1-Octadecanoyl-2-(15S-hydroxy-5Z,8Z,11Z,13E-eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine;1-Octadecanoyl-2-(15S-hydroperoxy-5Z,8Z,11Z,13E-eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine;1-Octadecanoyl-sn-glycero-3-phosphoethanolamine;Sulfasalazine (USP/INN);Sorafenib (USAN/INN)"
"hsa04217","hsa04217","Necroptosis - Homo sapiens (human)","C00002;C00027;C00076;C00195;C00219;C00305;C00319;C00550;C14592;C16844","ATP;Hydrogen peroxide;Calcium cation;N-Acylsphingosine;Arachidonate;Magnesium cation;Sphingosine;Sphingomyelin;N-Methyl-N'-nitro-N-nitrosoguanidine;Hydroxyl radical"
"hsa04218","hsa04218","Cellular senescence - Homo sapiens (human)","C00027;C00076;C05981;C07909;C16844","Hydrogen peroxide;Calcium cation;Phosphatidylinositol-3,4,5-trisphosphate;Sirolimus;Hydroxyl radical"
"hsa04260","hsa04260","Cardiac muscle contraction - Homo sapiens (human)","C00076;C00080;C00238;C01330","Calcium cation;H+;Potassium cation;Sodium cation"
"hsa04261","hsa04261","Adrenergic signaling in cardiomyocytes - Homo sapiens (human)","C00076;C00080;C00165;C00238;C00547;C00575;C00788;C01245;C01330;C07056","Calcium cation;H+;Diacylglycerol;Potassium cation;L-Noradrenaline;3',5'-Cyclic AMP;L-Adrenaline;D-myo-Inositol 1,4,5-trisphosphate;Sodium cation;Isoproterenol"
"hsa04270","hsa04270","Vascular smooth muscle contraction - Homo sapiens (human)","C00076;C00165;C00212;C00219;C00238;C00533;C00547;C00575;C00942;C01245;C01312;C14748;C14768;C14769;C14770;C14771","Calcium cation;Diacylglycerol;Adenosine;Arachidonate;Potassium cation;Nitric oxide;L-Noradrenaline;3',5'-Cyclic AMP;3',5'-Cyclic GMP;D-myo-Inositol 1,4,5-trisphosphate;Prostaglandin I2;20-HETE;5,6-EET;8,9-EET;11,12-EET;14,15-EET"
"hsa04310","hsa04310","Wnt signaling pathway - Homo sapiens (human)","C00076;NA;C00076","Calcium cation;NA;Calcium cation"
"hsa04330","hsa04330","Notch signaling pathway - Homo sapiens (human)","C22528;NA;C22528","Notch intracellular domain;NA;Notch intracellular domain"
"hsa04340","hsa04340","Hedgehog signaling pathway - Homo sapiens (human)","C00575;NA;C00575","3',5'-Cyclic AMP;NA;3',5'-Cyclic AMP"
"hsa04350","hsa04350","TGF-beta signaling pathway - Homo sapiens (human)","",""
"hsa04360","hsa04360","Axon guidance - Homo sapiens (human)","C00076;NA;C00076","Calcium cation;NA;Calcium cation"
"hsa04370","hsa04370","VEGF signaling pathway - Homo sapiens (human)","C00076;C00165;C00533;C01245;C01312;C05981","Calcium cation;Diacylglycerol;Nitric oxide;D-myo-Inositol 1,4,5-trisphosphate;Prostaglandin I2;Phosphatidylinositol-3,4,5-trisphosphate"
"hsa04371","hsa04371","Apelin signaling pathway - Homo sapiens (human)","C00076;C00080;C00165;C00290;C00533;C00575;C01245;C01330;C06124","Calcium cation;H+;Diacylglycerol;Fibrin;Nitric oxide;3',5'-Cyclic AMP;D-myo-Inositol 1,4,5-trisphosphate;Sodium cation;Sphingosine 1-phosphate"
"hsa04380","hsa04380","Osteoclast differentiation - Homo sapiens (human)","C00027;C00076;C01245","Hydrogen peroxide;Calcium cation;D-myo-Inositol 1,4,5-trisphosphate"
"hsa04390","hsa04390","Hippo signaling pathway - Homo sapiens (human)","",""
"hsa04392","hsa04392","Hippo signaling pathway - multiple species - Homo sapiens (human)","",""
"hsa04510","hsa04510","Focal adhesion - Homo sapiens (human)","C04637;C05981","1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate;Phosphatidylinositol-3,4,5-trisphosphate"
"hsa04512","hsa04512","ECM-receptor interaction - Homo sapiens (human)","G10505;NA;G10505","Hyaluronic acid;NA;Hyaluronic acid"
"hsa04514","hsa04514","Cell adhesion molecules - Homo sapiens (human)","",""
"hsa04520","hsa04520","Adherens junction - Homo sapiens (human)","",""
"hsa04530","hsa04530","Tight junction - Homo sapiens (human)","C00076;NA;C00076","Calcium cation;NA;Calcium cation"
"hsa04540","hsa04540","Gap junction - Homo sapiens (human)","C00025;C00076;C00165;C00533;C00547;C00575;C00681;C00780;C00942;C01245;C03758","L-Glutamate;Calcium cation;Diacylglycerol;Nitric oxide;L-Noradrenaline;3',5'-Cyclic AMP;1-Acyl-sn-glycerol 3-phosphate;Serotonin;3',5'-Cyclic GMP;D-myo-Inositol 1,4,5-trisphosphate;Dopamine"
"hsa04550","hsa04550","Signaling pathways regulating pluripotency of stem cells - Homo sapiens (human)","",""
"hsa04610","hsa04610","Complement and coagulation cascades - Homo sapiens (human)","C00290;C00306;C00471;C00752;C01065;C01715;C02002;C03259;C03262;C03378;C03379;C03780;C04001;C16510;C22531;C22532;C22533;C22534;C22535;C22536;C22537;C22538;C22539;C22540;C22541;C22542;C22543;C22544;C22545;C22546;C22547","Fibrin;Bradykinin;Plasmin;Thrombin;Coagulation factor Xa;Plasma kallikrein;C3a anaphylatoxin;Coagulation factor IXa;Coagulation factor XIa;Coagulation factor VIIa;Coagulation factor XIIa;Coagulation factor Va;Coagulation factor VIIIa;C5a anaphylatoxin;Complement component 2a;Complement component 2b;Complement component 3b;Complement component 3f;Complement iC3b;Complement component 3dg;Complement component 3c;Complement component 3d;Complement C3(H2O);Complement factor Bb;Complement component 4a;Complement component 4b;Complement component 4c;Complement component 4d;Complement component 5b;Coagulation factor XIIIa;APC"
"hsa04611","hsa04611","Platelet activation - Homo sapiens (human)","C00002;C00008;C00076;C00165;C00219;C00427;C00533;C00575;C00942;C01245;C01312;C02198;C05956;C05981","ATP;ADP;Calcium cation;Diacylglycerol;Arachidonate;Prostaglandin H2;Nitric oxide;3',5'-Cyclic AMP;3',5'-Cyclic GMP;D-myo-Inositol 1,4,5-trisphosphate;Prostaglandin I2;Thromboxane A2;Prostaglandin G2;Phosphatidylinositol-3,4,5-trisphosphate"
"hsa04612","hsa04612","Antigen processing and presentation - Homo sapiens (human)","",""
"hsa04613","hsa04613","Neutrophil extracellular trap formation - Homo sapiens (human)","C00027;C00039;C00076;C00165;C00338;C00464;C00518;C00551;C00704;C01245;C05151;C05981;C11221","Hydrogen peroxide;DNA;Calcium cation;Diacylglycerol;Lipopolysaccharide;Mannan;Hyaluronate;beta-D-Glucan;Superoxide;D-myo-Inositol 1,4,5-trisphosphate;12-O-Tetradecanoylphorbol 13-acetate;Phosphatidylinositol-3,4,5-trisphosphate;Formylmethionyl-leucyl-phenylalanine methyl ester"
"hsa04614","hsa04614","Renin-angiotensin system - Homo sapiens (human)","C00873;C02135;C15848;C15849;C15850;C15851;C15852;C20970;C20971;C20972;C20973","Angiotensin I;Angiotensin II;Angiotensin III;Angiotensin IV;Angiotensin (1-7);Angiotensin (1-9);Angiotensin (1-5);Angiotensin A;Alamandine;Angiotensin (5-8);Angiotensin (5-7)"
"hsa04620","hsa04620","Toll-like receptor signaling pathway - Homo sapiens (human)","",""
"hsa04621","hsa04621","NOD-like receptor signaling pathway - Homo sapiens (human)","C00002;C00076;C00155;C00238;C00533;C01245","ATP;Calcium cation;L-Homocysteine;Potassium cation;Nitric oxide;D-myo-Inositol 1,4,5-trisphosphate"
"hsa04622","hsa04622","RIG-I-like receptor signaling pathway - Homo sapiens (human)","C00046;NA;C00046","RNA;NA;RNA"
"hsa04623","hsa04623","Cytosolic DNA-sensing pathway - Homo sapiens (human)","C00039;C20640","DNA;Cyclic GMP-AMP"
"hsa04625","hsa04625","C-type lectin receptor signaling pathway - Homo sapiens (human)","C00027;C00076;C00159;C00165;C00584;C00965;C01019;C01245;C16844;C21790;C21791;G13115","Hydrogen peroxide;Calcium cation;D-Mannose;Diacylglycerol;Prostaglandin E2;1,3-beta-D-Glucan;L-Fucose;D-myo-Inositol 1,4,5-trisphosphate;Hydroxyl radical;Trehalose dimycolate;Rhodocytin;Mannose-capped lipoarabinomannan"
"hsa04630","hsa04630","JAK-STAT signaling pathway - Homo sapiens (human)","",""
"hsa04640","hsa04640","Hematopoietic cell lineage - Homo sapiens (human)","",""
"hsa04650","hsa04650","Natural killer cell mediated cytotoxicity - Homo sapiens (human)","C00076;C00165;C01245;C05981","Calcium cation;Diacylglycerol;D-myo-Inositol 1,4,5-trisphosphate;Phosphatidylinositol-3,4,5-trisphosphate"
"hsa04657","hsa04657","IL-17 signaling pathway - Homo sapiens (human)","",""
"hsa04658","hsa04658","Th1 and Th2 cell differentiation - Homo sapiens (human)","C00076;C00165;C01245","Calcium cation;Diacylglycerol;D-myo-Inositol 1,4,5-trisphosphate"
"hsa04659","hsa04659","Th17 cell differentiation - Homo sapiens (human)","C00076;C00165;C00777;C01245","Calcium cation;Diacylglycerol;Retinoate;D-myo-Inositol 1,4,5-trisphosphate"
"hsa04660","hsa04660","T cell receptor signaling pathway - Homo sapiens (human)","C00076;C00165;C01245;C05981","Calcium cation;Diacylglycerol;D-myo-Inositol 1,4,5-trisphosphate;Phosphatidylinositol-3,4,5-trisphosphate"
"hsa04662","hsa04662","B cell receptor signaling pathway - Homo sapiens (human)","C00076;C00165;C01245;C05981","Calcium cation;Diacylglycerol;D-myo-Inositol 1,4,5-trisphosphate;Phosphatidylinositol-3,4,5-trisphosphate"
"hsa04664","hsa04664","Fc epsilon RI signaling pathway - Homo sapiens (human)","C00076;C00165;C00219;C00374;C00388;C00696;C01245;C02166;C05951;C05952;C05981","Calcium cation;Diacylglycerol;Arachidonate;Heparin;Histamine;Prostaglandin D2;D-myo-Inositol 1,4,5-trisphosphate;Leukotriene C4;Leukotriene D4;Leukotriene E4;Phosphatidylinositol-3,4,5-trisphosphate"
"hsa04666","hsa04666","Fc gamma R-mediated phagocytosis - Homo sapiens (human)","C00076;C00165;C00219;C00416;C01245;C04637;C05981;C06124","Calcium cation;Diacylglycerol;Arachidonate;Phosphatidate;D-myo-Inositol 1,4,5-trisphosphate;1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate;Phosphatidylinositol-3,4,5-trisphosphate;Sphingosine 1-phosphate"
"hsa04668","hsa04668","TNF signaling pathway - Homo sapiens (human)","",""
"hsa04670","hsa04670","Leukocyte transendothelial migration - Homo sapiens (human)","C00027;C00076;C00575;C04637","Hydrogen peroxide;Calcium cation;3',5'-Cyclic AMP;1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate"
"hsa04672","hsa04672","Intestinal immune network for IgA production - Homo sapiens (human)","C00777;C15493","Retinoate;9-cis-Retinoic acid"
"hsa04710","hsa04710","Circadian rhythm - Homo sapiens (human)","C00076;C00575","Calcium cation;3',5'-Cyclic AMP"
"hsa04713","hsa04713","Circadian entrainment - Homo sapiens (human)","C00025;C00076;C00165;C00238;C00533;C00575;C00942;C01330;C01598","L-Glutamate;Calcium cation;Diacylglycerol;Potassium cation;Nitric oxide;3',5'-Cyclic AMP;3',5'-Cyclic GMP;Sodium cation;Melatonin"
"hsa04714","hsa04714","Thermogenesis - Homo sapiens (human)","C00002;C00004;C00008;C00010;C00024;C00040;C00080;C00116;C00162;C00165;C00318;C00422;C00547;C00575;C00745;C00942;C00951;C01352;C01885;C02301;C02465;C11695;C13856","ATP;NADH;ADP;CoA;Acetyl-CoA;Acyl-CoA;H+;Glycerol;Fatty acid;Diacylglycerol;L-Carnitine;Triacylglycerol;L-Noradrenaline;3',5'-Cyclic AMP;Nicotine;3',5'-Cyclic GMP;Estradiol-17beta;FADH2;1-Acylglycerol;O-Acylcarnitine;Triiodothyronine;Anandamide;2-Arachidonoylglycerol"
"hsa04720","hsa04720","Long-term potentiation - Homo sapiens (human)","C00025;C00076;C00165;C00305;C00575;C01245;C01330","L-Glutamate;Calcium cation;Diacylglycerol;Magnesium cation;3',5'-Cyclic AMP;D-myo-Inositol 1,4,5-trisphosphate;Sodium cation"
"hsa04721","hsa04721","Synaptic vesicle cycle - Homo sapiens (human)","C00002;C00025;C00037;C00076;C00080;C00334;C00388;C00547;C00780;C01996;C03758;C16041","ATP;L-Glutamate;Glycine;Calcium cation;H+;4-Aminobutanoate;Histamine;L-Noradrenaline;Serotonin;Acetylcholine;Dopamine;Leu-enkephalin"
"hsa04722","hsa04722","Neurotrophin signaling pathway - Homo sapiens (human)","C00076;C00165;C00195;C01245;C05981","Calcium cation;Diacylglycerol;N-Acylsphingosine;D-myo-Inositol 1,4,5-trisphosphate;Phosphatidylinositol-3,4,5-trisphosphate"
"hsa04723","hsa04723","Retrograde endocannabinoid signaling - Homo sapiens (human)","C00025;C00076;C00116;C00157;C00165;C00189;C00219;C00238;C00334;C00350;C00427;C00575;C00689;C01245;C01330;C11695;C13856;C19912;C19913","L-Glutamate;Calcium cation;Glycerol;Phosphatidylcholine;Diacylglycerol;Ethanolamine;Arachidonate;Potassium cation;4-Aminobutanoate;Phosphatidylethanolamine;Prostaglandin H2;3',5'-Cyclic AMP;alpha,alpha'-Trehalose 6-phosphate;D-myo-Inositol 1,4,5-trisphosphate;Sodium cation;Anandamide;2-Arachidonoylglycerol;N-Arachidonoyl-phosphatidylethanolamine;Phospho-anandamide"
"hsa04724","hsa04724","Glutamatergic synapse - Homo sapiens (human)","C00025;C00064;C00076;C00165;C00238;C00575;C01245;C01330","L-Glutamate;L-Glutamine;Calcium cation;Diacylglycerol;Potassium cation;3',5'-Cyclic AMP;D-myo-Inositol 1,4,5-trisphosphate;Sodium cation"
"hsa04725","hsa04725","Cholinergic synapse - Homo sapiens (human)","C00010;C00024;C00033;C00076;C00114;C00165;C00238;C00575;C01245;C01330;C01996;C04637","CoA;Acetyl-CoA;Acetate;Calcium cation;Choline;Diacylglycerol;Potassium cation;3',5'-Cyclic AMP;D-myo-Inositol 1,4,5-trisphosphate;Sodium cation;Acetylcholine;1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate"
