,degree,fanout,fanin
FOPNL,0.0,0.0,1.0
MSC,0.0,0.0,1.0
XBP1,8.0,8.0,1.0
AQR,1.0,1.0,1.0
TSGA10,0.0,0.0,1.0
AQP12B,0.0,0.0,1.0
FSHR,3.0,3.0,1.0
MPPE1,1.0,1.0,1.0
PEF1,0.0,0.0,1.0
SRA1,0.0,0.0,1.0
COL8A2,1.0,1.0,1.0
COL8A1,1.0,1.0,1.0
HNRNPA1L2,2.0,2.0,1.0
AP5Z1,0.0,0.0,1.0
MARCO,1.0,1.0,1.0
SPATA7,0.0,0.0,1.0
LINC00319,0.0,0.0,1.0
SIGLEC8,0.0,0.0,1.0
WNT11,15.0,15.0,1.0
LINC00311,0.0,0.0,1.0
DNM1L,3.0,3.0,1.0
LINC00313,0.0,0.0,1.0
LINC00312,0.0,0.0,1.0
LINC00314,0.0,0.0,1.0
FOLR2,1.0,1.0,1.0
FOLR3,1.0,1.0,1.0
RANGRF,0.0,0.0,1.0
C3orf80,0.0,0.0,1.0
FGFR1OP2,0.0,0.0,1.0
NCBP1,4.0,4.0,1.0
NCBP2,3.0,3.0,1.0
HSPA2,12.0,12.0,1.0
PROCA1,0.0,0.0,1.0
LAPTM5,1.0,1.0,1.0
ARFRP1,0.0,0.0,1.0
CNTROB,0.0,0.0,1.0
VRTN,0.0,0.0,1.0
NT5DC3,0.0,0.0,1.0
DRAP1,0.0,0.0,1.0
MEI1,0.0,0.0,1.0
NT5DC1,0.0,0.0,1.0
SIRPG,1.0,1.0,1.0
CBLB,7.0,7.0,1.0
ZNF45,1.0,1.0,1.0
SIRPD,0.0,0.0,1.0
ZNF43,1.0,1.0,1.0
SIRPA,1.0,1.0,1.0
OR10T2,1.0,1.0,1.0
ZNF48,0.0,0.0,1.0
TRAPPC9,0.0,0.0,1.0
TRAPPC8,0.0,0.0,1.0
TRAPPC1,0.0,0.0,1.0
TRAPPC3,0.0,0.0,1.0
TRAPPC2,0.0,0.0,1.0
TRAPPC5,0.0,0.0,1.0
TRAPPC4,0.0,0.0,1.0
PRPH,2.0,2.0,1.0
GABRQ,5.0,5.0,1.0
PNISR,0.0,0.0,1.0
PRRT3,0.0,0.0,1.0
CYP2U1,2.0,2.0,1.0
LILRB5,2.0,2.0,1.0
LILRB4,2.0,2.0,1.0
LILRB3,2.0,2.0,1.0
LILRB2,2.0,2.0,1.0
LILRB1,2.0,2.0,1.0
MTCP1,1.0,1.0,1.0
ABCA17P,0.0,0.0,1.0
PSMG1,0.0,0.0,1.0
PSMG2,0.0,0.0,1.0
PSMG3,0.0,0.0,1.0
KSR1,3.0,3.0,1.0
RRN3P1,0.0,0.0,1.0
PPIC,0.0,0.0,1.0
PPTC7,0.0,0.0,1.0
PPIA,2.0,2.0,1.0
C9orf116,0.0,0.0,1.0
LIN37,1.0,1.0,1.0
FOXM1,1.0,1.0,1.0
FKTN,1.0,1.0,1.0
GDAP2,0.0,0.0,1.0
GDAP1,0.0,0.0,1.0
FAHD1,1.0,1.0,1.0
AP3D1,1.0,1.0,1.0
TUG1,0.0,0.0,1.0
ILDR2,0.0,0.0,1.0
ILDR1,0.0,0.0,1.0
GLTP,0.0,0.0,1.0
SULT1A1,1.0,1.0,1.0
SULT1A3,1.0,1.0,1.0
SULT1A2,1.0,1.0,1.0
SUGT1P1,0.0,0.0,1.0
SUGT1P3,0.0,0.0,1.0
NOL9,0.0,0.0,1.0
NOL8,0.0,0.0,1.0
CHTF18,0.0,0.0,1.0
NOL4,0.0,0.0,1.0
NOL7,0.0,0.0,1.0
NOL6,1.0,1.0,1.0
OLIG2,0.0,0.0,1.0
OLIG3,0.0,0.0,1.0
NOL3,0.0,0.0,1.0
OLIG1,0.0,0.0,1.0
FAM156B,0.0,0.0,1.0
FAM156A,0.0,0.0,1.0
CLPTM1,0.0,0.0,1.0
CDC45,1.0,1.0,1.0
CDC40,1.0,1.0,1.0
CDC42,31.0,31.0,1.0
NADSYN1,1.0,1.0,1.0
DPYD,4.0,4.0,1.0
UBTF,0.0,0.0,1.0
DPYS,4.0,4.0,1.0
CDCA3,0.0,0.0,1.0
CDCA7,0.0,0.0,1.0
CDCA4,0.0,0.0,1.0
CDCA5,1.0,1.0,1.0
CDCA8,0.0,0.0,1.0
GFAP,1.0,1.0,1.0
CRB1,1.0,1.0,1.0
RSF1,0.0,0.0,1.0
CRB3,2.0,2.0,1.0
CRB2,1.0,1.0,1.0
CT47A7,0.0,0.0,1.0
TCL1B,1.0,1.0,1.0
TCL1A,1.0,1.0,1.0
DMRTC1B,0.0,0.0,1.0
CFAP44,0.0,0.0,1.0
SPRED1,0.0,0.0,1.0
SPRED2,0.0,0.0,1.0
SPRED3,0.0,0.0,1.0
BRK1,3.0,3.0,1.0
ASTL,0.0,0.0,1.0
PRL,5.0,5.0,1.0
RELT,1.0,1.0,1.0
RELN,5.0,5.0,1.0
RELB,6.0,6.0,1.0
RELA,75.0,75.0,1.0
HDGF,0.0,0.0,1.0
PRX,0.0,0.0,1.0
TYRP1,2.0,2.0,1.0
CRISPLD1,0.0,0.0,1.0
ATM,13.0,13.0,1.0
PTH2R,1.0,1.0,1.0
UBE2R2,1.0,1.0,1.0
FAM69C,0.0,0.0,1.0
FAM69B,0.0,0.0,1.0
KLK2,2.0,2.0,1.0
KLK3,2.0,2.0,1.0
KLK4,0.0,0.0,1.0
KLK5,0.0,0.0,1.0
KLK6,0.0,0.0,1.0
KLK7,0.0,0.0,1.0
KLK8,0.0,0.0,1.0
KLK9,0.0,0.0,1.0
HNRNPDL,0.0,0.0,1.0
ZNF841,1.0,1.0,1.0
ZNF843,0.0,0.0,1.0
RHBDL2,0.0,0.0,1.0
RHBDL3,0.0,0.0,1.0
ZNF846,1.0,1.0,1.0
RHBDL1,0.0,0.0,1.0
HSD3B7,1.0,1.0,1.0
HSD3B1,5.0,5.0,1.0
HSD3B2,5.0,5.0,1.0
CD300C,0.0,0.0,1.0
CD300A,0.0,0.0,1.0
ERVMER34-1,0.0,0.0,1.0
CD300E,0.0,0.0,1.0
COPS8,0.0,0.0,1.0
RCCD1,0.0,0.0,1.0
ADAM30,0.0,0.0,1.0
COPS2,0.0,0.0,1.0
COPS3,0.0,0.0,1.0
FAM215A,0.0,0.0,1.0
COPS6,0.0,0.0,1.0
TBR1,0.0,0.0,1.0
COPS4,0.0,0.0,1.0
COPS5,0.0,0.0,1.0
ZNF592,0.0,0.0,1.0
ZNF593,0.0,0.0,1.0
ZNF596,1.0,1.0,1.0
ZNF597,1.0,1.0,1.0
MDGA2,0.0,0.0,1.0
ZNF595,1.0,1.0,1.0
ZNF598,0.0,0.0,1.0
ZNF599,1.0,1.0,1.0
ZFR2,0.0,0.0,1.0
PLCH2,1.0,1.0,1.0
PLCH1,1.0,1.0,1.0
VEZF1,0.0,0.0,1.0
FDFT1,1.0,1.0,1.0
FAM135A,0.0,0.0,1.0
FAM135B,0.0,0.0,1.0
SLC22A18AS,0.0,0.0,1.0
IGF2,6.0,6.0,1.0
NUDT9,1.0,1.0,1.0
IGF1,28.0,28.0,1.0
DLD,7.0,7.0,1.0
NUDT1,0.0,0.0,1.0
NUDT2,2.0,2.0,1.0
NUDT3,0.0,0.0,1.0
NUDT4,0.0,0.0,1.0
NUDT5,1.0,1.0,1.0
NUDT6,0.0,0.0,1.0
NUDT7,1.0,1.0,1.0
COL16A1,1.0,1.0,1.0
SST,3.0,3.0,1.0
ATP9B,0.0,0.0,1.0
OPN1MW2,0.0,0.0,1.0
CYP27A1,3.0,3.0,1.0
MEF2B,2.0,2.0,1.0
ELOVL2-AS1,0.0,0.0,1.0
FETUB,0.0,0.0,1.0
DDRGK1,0.0,0.0,1.0
FBXL20,0.0,0.0,1.0
LCORL,0.0,0.0,1.0
FBXL22,0.0,0.0,1.0
SSB,1.0,1.0,1.0
EPHX1,5.0,5.0,1.0
EPHX2,4.0,4.0,1.0
ARGFXP2,0.0,0.0,1.0
EPHX4,2.0,2.0,1.0
ZNF333,1.0,1.0,1.0
ZNF330,0.0,0.0,1.0
ZNF331,1.0,1.0,1.0
TEX15,0.0,0.0,1.0
RPLP2,2.0,2.0,1.0
RPLP1,2.0,2.0,1.0
RPLP0,2.0,2.0,1.0
TEX11,0.0,0.0,1.0
TEX10,0.0,0.0,1.0
TEX12,0.0,0.0,1.0
CSMD2,0.0,0.0,1.0
CSMD3,0.0,0.0,1.0
CSMD1,0.0,0.0,1.0
CD300LB,0.0,0.0,1.0
CFAP20,0.0,0.0,1.0
NOTCH2NL,0.0,0.0,1.0
MIR181A2,1.0,1.0,1.0
MIR181A1,1.0,1.0,1.0
THYN1,0.0,0.0,1.0
TTC29,0.0,0.0,1.0
TRIL,0.0,0.0,1.0
TRIO,0.0,0.0,1.0
NTF3,4.0,4.0,1.0
NTF4,4.0,4.0,1.0
UGDH,3.0,3.0,1.0
RABL2A,0.0,0.0,1.0
SNRNP40,1.0,1.0,1.0
RABL2B,0.0,0.0,1.0
SLCO1A2,1.0,1.0,1.0
TSEN54,0.0,0.0,1.0
ZNRD1-AS1,0.0,0.0,1.0
CXADR,2.0,2.0,1.0
CYP24A1,2.0,2.0,1.0
GTF3C2,0.0,0.0,1.0
FUNDC2P2,0.0,0.0,1.0
TCP1,0.0,0.0,1.0
ZNF33B,1.0,1.0,1.0
ZNF33A,1.0,1.0,1.0
TTC23,0.0,0.0,1.0
FAM166B,0.0,0.0,1.0
MAD2L2,4.0,4.0,1.0
MAD2L1,4.0,4.0,1.0
KTN1,0.0,0.0,1.0
APOA4,4.0,4.0,1.0
BMPER,0.0,0.0,1.0
LRP2BP,0.0,0.0,1.0
FAM90A1,0.0,0.0,1.0
FAM90A7,0.0,0.0,1.0
APOA2,2.0,2.0,1.0
NINJ1,0.0,0.0,1.0
NINJ2,0.0,0.0,1.0
GALNS,2.0,2.0,1.0
NPSR1,1.0,1.0,1.0
SLC16A9,0.0,0.0,1.0
SLC16A8,0.0,0.0,1.0
SLC16A1,0.0,0.0,1.0
SLC16A3,1.0,1.0,1.0
SLC16A2,1.0,1.0,1.0
SLC16A5,0.0,0.0,1.0
NPY2R,1.0,1.0,1.0
SLC16A7,0.0,0.0,1.0
SLC16A6,0.0,0.0,1.0
ARHGAP30,0.0,0.0,1.0
ARHGAP31,0.0,0.0,1.0
ARHGAP32,0.0,0.0,1.0
ARHGAP33,0.0,0.0,1.0
ARHGAP35,4.0,4.0,1.0
ARHGAP36,0.0,0.0,1.0
ARHGAP39,0.0,0.0,1.0
SMIM10L2B,0.0,0.0,1.0
DYNLL1,2.0,2.0,1.0
LYVE1,0.0,0.0,1.0
DYNLL2,2.0,2.0,1.0
KHDC1,0.0,0.0,1.0
HECTD1,0.0,0.0,1.0
LOC155060,0.0,0.0,1.0
MIR15B,1.0,1.0,1.0
CACNA1H,7.0,7.0,1.0
CACNA1I,7.0,7.0,1.0
GPS2,1.0,1.0,1.0
CACNA1A,16.0,16.0,1.0
CACNA1B,15.0,15.0,1.0
CACNA1C,33.0,33.0,1.0
CACNA1D,34.0,34.0,1.0
CACNA1E,3.0,3.0,1.0
CACNA1F,26.0,26.0,1.0
CACNA1G,8.0,8.0,1.0
GLO1,1.0,1.0,1.0
CACNA1S,26.0,26.0,1.0
TMEM263,0.0,0.0,1.0
BMP8A,4.0,4.0,1.0
BMP8B,4.0,4.0,1.0
HOTAIR,0.0,0.0,1.0
SLC15A2,0.0,0.0,1.0
SLC15A3,0.0,0.0,1.0
SLC15A1,1.0,1.0,1.0
SLC15A4,0.0,0.0,1.0
CARHSP1,0.0,0.0,1.0
NPY1R,3.0,3.0,1.0
MIR150,1.0,1.0,1.0
PQBP1,1.0,1.0,1.0
MIR152,1.0,1.0,1.0
TTC14,0.0,0.0,1.0
TTC17,0.0,0.0,1.0
TTC16,0.0,0.0,1.0
TTC13,0.0,0.0,1.0
ACOX3,9.0,9.0,1.0
TTC19,0.0,0.0,1.0
SLBP,0.0,0.0,1.0
EPGN,0.0,0.0,1.0
HIF1A,13.0,13.0,1.0
SLC31A1,1.0,1.0,1.0
SLC31A2,0.0,0.0,1.0
RNVU1-20,1.0,1.0,1.0
ZFP92,1.0,1.0,1.0
ZFP90,1.0,1.0,1.0
ZFP91,0.0,0.0,1.0
RICTOR,1.0,1.0,1.0
PRDM2,1.0,1.0,1.0
ABCF3,0.0,0.0,1.0
ABCF2,1.0,1.0,1.0
ABCF1,0.0,0.0,1.0
EGR2,4.0,4.0,1.0
EGR3,3.0,3.0,1.0
EGR1,5.0,5.0,1.0
EGR4,0.0,0.0,1.0
PJA1,0.0,0.0,1.0
PJA2,0.0,0.0,1.0
DALRD3,0.0,0.0,1.0
PRKAB2,16.0,16.0,1.0
PRKAB1,16.0,16.0,1.0
SIKE1,1.0,1.0,1.0
PAX5,1.0,1.0,1.0
PAX4,1.0,1.0,1.0
PAX7,1.0,1.0,1.0
PAX6,2.0,2.0,1.0
PAX1,0.0,0.0,1.0
PAX3,1.0,1.0,1.0
PAX2,0.0,0.0,1.0
PCDHA10,0.0,0.0,1.0
PCDHA11,0.0,0.0,1.0
PTH2,1.0,1.0,1.0
PCDHA13,0.0,0.0,1.0
PAX9,0.0,0.0,1.0
PAX8,4.0,4.0,1.0
PROK1,0.0,0.0,1.0
PROK2,0.0,0.0,1.0
DDR2,0.0,0.0,1.0
DDR1,0.0,0.0,1.0
LRCH4,0.0,0.0,1.0
LRCH1,0.0,0.0,1.0
LRCH2,0.0,0.0,1.0
LRCH3,0.0,0.0,1.0
MBD3L1,0.0,0.0,1.0
MBD3L2,0.0,0.0,1.0
MBD3L3,0.0,0.0,1.0
MBD3L4,0.0,0.0,1.0
EPG5,0.0,0.0,1.0
PTDSS1,1.0,1.0,1.0
PTDSS2,1.0,1.0,1.0
MLIP,0.0,0.0,1.0
C15orf39,0.0,0.0,1.0
CHCHD10,1.0,1.0,1.0
C15orf32,0.0,0.0,1.0
CNTD1,0.0,0.0,1.0
CNTD2,0.0,0.0,1.0
ZEB1,3.0,3.0,1.0
BTN3A1,0.0,0.0,1.0
GTF2A1L,2.0,2.0,1.0
PDE7B,2.0,2.0,1.0
OBSL1,0.0,0.0,1.0
DSG2,1.0,1.0,1.0
DSG3,0.0,0.0,1.0
ZNF107,1.0,1.0,1.0
DSG1,0.0,0.0,1.0
ZNF101,1.0,1.0,1.0
ZNF100,1.0,1.0,1.0
DSG4,0.0,0.0,1.0
KIF16B,0.0,0.0,1.0
FBXO47,0.0,0.0,1.0
FBXO46,0.0,0.0,1.0
FBXO41,0.0,0.0,1.0
FBXO40,0.0,0.0,1.0
FBXO43,1.0,1.0,1.0
FBXO42,0.0,0.0,1.0
DCDC2B,0.0,0.0,1.0
FBXO48,0.0,0.0,1.0
SH3BP5L,0.0,0.0,1.0
CATIP,0.0,0.0,1.0
DET1,1.0,1.0,1.0
NRBF2,6.0,6.0,1.0
SFRP2,1.0,1.0,1.0
KCNJ2,4.0,4.0,1.0
KCNJ1,2.0,2.0,1.0
SFRP1,1.0,1.0,1.0
TRAFD1,0.0,0.0,1.0
KCNJ6,9.0,9.0,1.0
KCNJ5,8.0,8.0,1.0
KCNJ4,2.0,2.0,1.0
KCNJ9,7.0,7.0,1.0
KCNJ8,1.0,1.0,1.0
TP53I11,0.0,0.0,1.0
PRDM9,1.0,1.0,1.0
COL1A2,11.0,11.0,1.0
RALGAPA2,1.0,1.0,1.0
COL1A1,11.0,11.0,1.0
CRYZ,0.0,0.0,1.0
KIAA1217,0.0,0.0,1.0
KIAA1210,0.0,0.0,1.0
KIAA1211,0.0,0.0,1.0
OR2J2,1.0,1.0,1.0
OR2J3,1.0,1.0,1.0
CMYA5,0.0,0.0,1.0
PEX19,1.0,1.0,1.0
LACRT,0.0,0.0,1.0
NIP7,0.0,0.0,1.0
PEX10,1.0,1.0,1.0
PEX13,1.0,1.0,1.0
PEX12,1.0,1.0,1.0
PEX14,1.0,1.0,1.0
PEX16,1.0,1.0,1.0
EIF1B,0.0,0.0,1.0
UNCX,0.0,0.0,1.0
AADAT,2.0,2.0,1.0
GIT2,2.0,2.0,1.0
AADAC,0.0,0.0,1.0
COG5,0.0,0.0,1.0
C19orf33,0.0,0.0,1.0
EPCAM,0.0,0.0,1.0
C19orf38,0.0,0.0,1.0
PTBP2,0.0,0.0,1.0
FOXC2,0.0,0.0,1.0
FOXC1,0.0,0.0,1.0
COL6A1,5.0,5.0,1.0
WBP2,0.0,0.0,1.0
COL6A3,5.0,5.0,1.0
COL6A2,5.0,5.0,1.0
COL6A5,5.0,5.0,1.0
COL6A6,5.0,5.0,1.0
KLK12,0.0,0.0,1.0
KLK13,0.0,0.0,1.0
KLK10,0.0,0.0,1.0
KLK11,0.0,0.0,1.0
NDUFAF4,1.0,1.0,1.0
KLK14,0.0,0.0,1.0
KLK15,0.0,0.0,1.0
FAM71D,0.0,0.0,1.0
FAM71C,0.0,0.0,1.0
FAM71A,0.0,0.0,1.0
OGG1,1.0,1.0,1.0
GPR21,0.0,0.0,1.0
SESN3,2.0,2.0,1.0
PLLP,0.0,0.0,1.0
AOX2P,0.0,0.0,1.0
SPATA31D5P,0.0,0.0,1.0
NANP,1.0,1.0,1.0
MIR331,1.0,1.0,1.0
KCNMB4,3.0,3.0,1.0
CALN1,0.0,0.0,1.0
TMA16,0.0,0.0,1.0
CSTL1,0.0,0.0,1.0
TBRG1,0.0,0.0,1.0
TBRG4,0.0,0.0,1.0
LRRK1,0.0,0.0,1.0
LRRK2,2.0,2.0,1.0
PLEKHJ1,0.0,0.0,1.0
SNORA7B,0.0,0.0,1.0
POLG,0.0,0.0,1.0
NT5C1B-RDH14,3.0,3.0,1.0
CRMP1,0.0,0.0,1.0
TGFB1I1,0.0,0.0,1.0
FN3K,0.0,0.0,1.0
MRPL10,1.0,1.0,1.0
MRPL11,1.0,1.0,1.0
MRPL12,1.0,1.0,1.0
MRPL13,1.0,1.0,1.0
MRPL14,1.0,1.0,1.0
MRPL15,1.0,1.0,1.0
MRPL16,1.0,1.0,1.0
MRPL17,1.0,1.0,1.0
MRPL18,1.0,1.0,1.0
MRPL19,1.0,1.0,1.0
RNF44,0.0,0.0,1.0
RNF43,1.0,1.0,1.0
PLA1A,2.0,2.0,1.0
RNF40,0.0,0.0,1.0
DCUN1D1,0.0,0.0,1.0
DCUN1D2,0.0,0.0,1.0
DCUN1D3,0.0,0.0,1.0
DCUN1D4,0.0,0.0,1.0
DCUN1D5,0.0,0.0,1.0
PELI1,0.0,0.0,1.0
SNORA70,0.0,0.0,1.0
AMPH,2.0,2.0,1.0
OR10H5,1.0,1.0,1.0
DEPTOR,2.0,2.0,1.0
ANKRD20A3,0.0,0.0,1.0
DNAJC5,1.0,1.0,1.0
ANKRD20A1,0.0,0.0,1.0
ANKRD20A4,0.0,0.0,1.0
CFTR,8.0,8.0,1.0
BMPR1A,5.0,5.0,1.0
SNCG,0.0,0.0,1.0
MTTP,1.0,1.0,1.0
SNCB,0.0,0.0,1.0
SNCA,3.0,3.0,1.0
AIFM2,1.0,1.0,1.0
AIFM3,0.0,0.0,1.0
IL17RE,2.0,2.0,1.0
AIFM1,2.0,2.0,1.0
RNF123,0.0,0.0,1.0
IL17RB,2.0,2.0,1.0
IL17RA,3.0,3.0,1.0
EBF2,0.0,0.0,1.0
EBF1,0.0,0.0,1.0
FOXR1,0.0,0.0,1.0
FOXR2,0.0,0.0,1.0
MIR103A1,1.0,1.0,1.0
OR11A1,1.0,1.0,1.0
MIR103A2,1.0,1.0,1.0
FFAR2,1.0,1.0,1.0
SACS,0.0,0.0,1.0
UCP1,4.0,4.0,1.0
MUC5B,2.0,2.0,1.0
NCOR2,2.0,2.0,1.0
NCOR1,2.0,2.0,1.0
SCAPER,0.0,0.0,1.0
TEK,6.0,6.0,1.0
AVEN,0.0,0.0,1.0
TEC,2.0,2.0,1.0
REPS1,0.0,0.0,1.0
TEF,0.0,0.0,1.0
REPS2,0.0,0.0,1.0
GPN3,0.0,0.0,1.0
NBN,2.0,2.0,1.0
GPN1,0.0,0.0,1.0
NFKB1,75.0,75.0,1.0
NFKB2,10.0,10.0,1.0
TES,0.0,0.0,1.0
MSS51,0.0,0.0,1.0
DNPEP,0.0,0.0,1.0
RAP2C,1.0,1.0,1.0
RAP2A,0.0,0.0,1.0
SIAH1,3.0,3.0,1.0
SIAH2,0.0,0.0,1.0
SIAH3,0.0,0.0,1.0
NSA2,0.0,0.0,1.0
CORT,1.0,1.0,1.0
PDZRN4,0.0,0.0,1.0
PHLPP1,1.0,1.0,1.0
PDZRN3,0.0,0.0,1.0
EMILIN3,0.0,0.0,1.0
NUP210L,2.0,2.0,1.0
EMILIN1,0.0,0.0,1.0
DAPP1,1.0,1.0,1.0
TMEM38A,0.0,0.0,1.0
OVOL2,0.0,0.0,1.0
OVOL1,0.0,0.0,1.0
P2RX1,3.0,3.0,1.0
P2RX3,3.0,3.0,1.0
P2RX2,3.0,3.0,1.0
P2RX5,2.0,2.0,1.0
M1AP,0.0,0.0,1.0
P2RX7,3.0,3.0,1.0
P2RX6,2.0,2.0,1.0
FAM27E3,0.0,0.0,1.0
HADHB,2.0,2.0,1.0
HADHA,7.0,7.0,1.0
RPS19BP1,0.0,0.0,1.0
POLN,1.0,1.0,1.0
ZNF91,1.0,1.0,1.0
PLXNB2,1.0,1.0,1.0
RMDN2,0.0,0.0,1.0
RMDN3,0.0,0.0,1.0
RMDN1,0.0,0.0,1.0
ALS2,2.0,2.0,1.0
LRRC52,0.0,0.0,1.0
KBTBD4,0.0,0.0,1.0
LRRC56,0.0,0.0,1.0
LRRC57,0.0,0.0,1.0
LRRC55,0.0,0.0,1.0
DENND1C,0.0,0.0,1.0
DENND1B,0.0,0.0,1.0
LRRC58,0.0,0.0,1.0
LRRC59,0.0,0.0,1.0
DIS3,1.0,1.0,1.0
FLJ30679,0.0,0.0,1.0
CFAP43,0.0,0.0,1.0
BAP1,0.0,0.0,1.0
SHARPIN,3.0,3.0,1.0
ZCCHC13,0.0,0.0,1.0
ZCCHC12,0.0,0.0,1.0
ZCCHC10,0.0,0.0,1.0
ZCCHC17,0.0,0.0,1.0
ZCCHC14,0.0,0.0,1.0
AP1M2,2.0,2.0,1.0
AP1M1,2.0,2.0,1.0
CDRT4,0.0,0.0,1.0
CCDC146,0.0,0.0,1.0
CCDC141,0.0,0.0,1.0
CDRT1,0.0,0.0,1.0
L1CAM,2.0,2.0,1.0
CCDC149,0.0,0.0,1.0
CCDC148,0.0,0.0,1.0
UBE2J2,4.0,4.0,1.0
TKTL1,1.0,1.0,1.0
TKTL2,1.0,1.0,1.0
RAB3IP,0.0,0.0,1.0
UQCRHL,12.0,12.0,1.0
FAM3A,0.0,0.0,1.0
FAM3C,0.0,0.0,1.0
SLC45A4,0.0,0.0,1.0
SLC45A1,0.0,0.0,1.0
PTGR1,1.0,1.0,1.0
PTGR2,1.0,1.0,1.0
SLC45A2,0.0,0.0,1.0
MTUS1,0.0,0.0,1.0
OSBPL8,0.0,0.0,1.0
OSBPL9,0.0,0.0,1.0
IFRD1,0.0,0.0,1.0
CEP112,0.0,0.0,1.0
OSBPL2,0.0,0.0,1.0
OSBPL3,0.0,0.0,1.0
ALS2CL,0.0,0.0,1.0
OSBPL6,0.0,0.0,1.0
OSBPL7,0.0,0.0,1.0
OSBPL5,1.0,1.0,1.0
LINC01085,0.0,0.0,1.0
TUBB4B,10.0,10.0,1.0
TUBB4A,10.0,10.0,1.0
LINC01089,0.0,0.0,1.0
LZTS3,0.0,0.0,1.0
ADARB2,0.0,0.0,1.0
C1QL3,0.0,0.0,1.0
IMPAD1,0.0,0.0,1.0
GPR137C,0.0,0.0,1.0
GPR137B,0.0,0.0,1.0
FZD10,15.0,15.0,1.0
ADARB1,0.0,0.0,1.0
CHKA,2.0,2.0,1.0
CHKB,2.0,2.0,1.0
RASL11B,0.0,0.0,1.0
BMS1,1.0,1.0,1.0
SIRT5,1.0,1.0,1.0
MRI1,1.0,1.0,1.0
MAPK1IP1L,0.0,0.0,1.0
DST,0.0,0.0,1.0
DSP,1.0,1.0,1.0
C17orf112,0.0,0.0,1.0
MIRLET7F2,2.0,2.0,1.0
THBD,3.0,3.0,1.0
DSE,1.0,1.0,1.0
DCDC1,0.0,0.0,1.0
DCDC2,0.0,0.0,1.0
PDAP1,0.0,0.0,1.0
CENPBD1,0.0,0.0,1.0
SLC38A4,0.0,0.0,1.0
MIR602,1.0,1.0,1.0
ERMP1,0.0,0.0,1.0
CTAGE10P,0.0,0.0,1.0
SNORD43,0.0,0.0,1.0
C9orf163,0.0,0.0,1.0
TRUB2,0.0,0.0,1.0
OR4K5,1.0,1.0,1.0
OR4K1,1.0,1.0,1.0
OR4K2,1.0,1.0,1.0
BCLAF1,0.0,0.0,1.0
SLC22A23,0.0,0.0,1.0
SLC22A25,0.0,0.0,1.0
CIRBP-AS1,0.0,0.0,1.0
LOC100130238,0.0,0.0,1.0
CCBE1,0.0,0.0,1.0
ZNF83,1.0,1.0,1.0
AUH,0.0,0.0,1.0
ZNF81,1.0,1.0,1.0
ZNF80,0.0,0.0,1.0
ZNF85,1.0,1.0,1.0
ZNF84,1.0,1.0,1.0
SS18,1.0,1.0,1.0
AADACL4,0.0,0.0,1.0
AADACL3,0.0,0.0,1.0
AADACL2,0.0,0.0,1.0
CAPZA3,1.0,1.0,1.0
CAPZA2,1.0,1.0,1.0
CAPZA1,1.0,1.0,1.0
SCARF2,0.0,0.0,1.0
SCARF1,0.0,0.0,1.0
LMO1,0.0,0.0,1.0
LMO2,1.0,1.0,1.0
LMO3,0.0,0.0,1.0
LMO4,0.0,0.0,1.0
LMO7,1.0,1.0,1.0
TRPC4AP,0.0,0.0,1.0
ATPAF2,0.0,0.0,1.0
KRTAP1-1,0.0,0.0,1.0
HLA-B,19.0,19.0,1.0
C10orf88,0.0,0.0,1.0
CER1,1.0,1.0,1.0
C10orf82,0.0,0.0,1.0
DOCK2,1.0,1.0,1.0
LARS2,1.0,1.0,1.0
KRTAP1-5,0.0,0.0,1.0
CCDC70,0.0,0.0,1.0
HLA-A,19.0,19.0,1.0
GJB1,0.0,0.0,1.0
GJB3,0.0,0.0,1.0
GJB2,0.0,0.0,1.0
GJB5,0.0,0.0,1.0
GJB4,0.0,0.0,1.0
GJB7,0.0,0.0,1.0
GJB6,0.0,0.0,1.0
GRIN3A,9.0,9.0,1.0
GRIN3B,9.0,9.0,1.0
ZNF75A,0.0,0.0,1.0
PSMC1,11.0,11.0,1.0
PSMC2,9.0,9.0,1.0
PSMC3,9.0,9.0,1.0
PSMC4,9.0,9.0,1.0
PSMC5,9.0,9.0,1.0
PSMC6,9.0,9.0,1.0
CPVL,0.0,0.0,1.0
HLA-G,19.0,19.0,1.0
IFT172,0.0,0.0,1.0
CERK,1.0,1.0,1.0
FN3KRP,0.0,0.0,1.0
C9orf153,0.0,0.0,1.0
C9orf152,0.0,0.0,1.0
RGCC,1.0,1.0,1.0
LIN7A,0.0,0.0,1.0
LIN7C,0.0,0.0,1.0
LIN7B,0.0,0.0,1.0
IMMP2L,1.0,1.0,1.0
TMEM179,0.0,0.0,1.0
FOXI1,0.0,0.0,1.0
TMEM177,0.0,0.0,1.0
FOXI3,0.0,0.0,1.0
FOXI2,0.0,0.0,1.0
CLSTN1,0.0,0.0,1.0
CLSTN2,0.0,0.0,1.0
TMEM171,0.0,0.0,1.0
TMEM100,0.0,0.0,1.0
FADD,27.0,27.0,1.0
ELSPBP1,0.0,0.0,1.0
CDKN2B,10.0,10.0,1.0
WT1,1.0,1.0,1.0
CDKN2A,16.0,16.0,1.0
CDKN2D,2.0,2.0,1.0
EDEM2,1.0,1.0,1.0
EDEM3,1.0,1.0,1.0
EDEM1,1.0,1.0,1.0
SAP30L,1.0,1.0,1.0
CCL2,17.0,17.0,1.0
